0.000000000000000000e+00 2.882176873007225720e-02 -3.353465465447783012e-02 4.650024796704482072e-02 1.115526930253524750e-03 -1.974862285250916175e-03 4.444120758201930248e-03 8.149879510082216980e-04 -9.125187938378809217e-04 -8.808076419210334167e-04
1.000000000000000056e-01 6.929534328421681211e-02 5.534271951627811603e-02 5.436847646394706024e-02 -2.047057612853848962e-03 -5.791996455331295014e-03 -4.417641634498203039e-03 -1.109150662028198474e-02 -1.329218996869184662e-02 -9.115821724224868958e-03
2.000000000000000111e-01 -8.248098000662205942e-02 -4.260518882373434332e-03 3.481332141508839545e-03 -9.327739043860801965e-03 1.045884872593795881e-02 -1.023227571303487321e-02 -1.478896023454819714e-02 -1.612197855106791561e-02 -1.708222295684011863e-02
3.000000000000000444e-01 7.892767927773783332e-03 -6.781408046826119251e-02 -4.073329517831200675e-02 -5.438155580202931605e-02 -1.779003515116561393e-02 -2.458584765024943858e-02 -1.929564976006394039e-02 -2.147972672276899850e-02 -2.011409098698731246e-02
4.000000000000000222e-01 -7.440645683238930608e-02 -9.713551237461771903e-02 2.660522701373711080e-03 -5.012236377804171056e-02 -2.006780483059496939e-02 -1.701306483531379865e-02 -1.897641704027537915e-02 -2.217953823232013746e-02 -2.302539946477184102e-02
5.000000000000000000e-01 -7.347526136284240894e-02 -3.180482202498096517e-03 5.223655643394765208e-03 -1.675126503922540547e-02 -1.085251736767926280e-02 -2.653861884845854641e-02 -1.956790131633838817e-02 -1.877643291324217548e-02 -2.110761149053382371e-02
6.000000000000000888e-01 8.880689210130726652e-02 6.197726913783734026e-02 -5.883671554251701519e-02 -1.970717794137474832e-03 -2.630144330314588413e-02 -1.342838108414725305e-02 -1.814033408789966079e-02 -1.404160185505875375e-02 -1.706482368084041509e-02
7.000000000000000666e-01 -1.741237075610712823e-02 -6.408155827947531469e-02 -2.956476729056668057e-02 -2.453583490747732535e-02 -1.823042696710473060e-02 -5.064403744494164542e-03 -1.091265357440368219e-02 -1.384624445292328976e-02 -1.082241178727027554e-02
8.000000000000000444e-01 3.153414961974938119e-02 -3.348143219520052782e-02 2.704445679271581110e-02 -3.104326930451865862e-02 1.332696316720977450e-02 -6.394439002758644033e-03 -4.290660978486814103e-03 -5.883618970817393670e-03 -2.507664113214094076e-03
9.000000000000000222e-01 -6.253953457566220620e-02 -1.091292575661963471e-01 6.038461706370102516e-02 1.737250173126713565e-02 5.469641555442671804e-05 1.400237475119654913e-02 2.036601705196139193e-03 6.545586765685583452e-03 6.453458253952337048e-03
1.000000000000000000e+00 1.780330451023537375e-01 -2.115997010545033613e-02 -1.131273971934881883e-03 3.008328576844244984e-02 1.817843635659188023e-02 1.901977409575391145e-02 1.455480481934442148e-02 1.186329013507085410e-02 1.478358458601649120e-02
1.100000000000000089e+00 7.151097461857988669e-02 -1.132694289445606434e-01 2.318692094022479361e-02 5.402990523144714924e-02 3.962068756053199053e-02 3.286721843204323118e-02 3.252162573499853271e-02 2.913951535162733614e-02 2.829739409370137307e-02
1.200000000000000178e+00 6.452870971111976384e-02 1.379122751635366850e-01 7.442051183431705463e-03 1.554119163497487757e-02 2.248127418309171094e-02 4.231846237705422925e-02 4.471303931082293986e-02 4.299427941596335734e-02 4.120579893643271790e-02
1.300000000000000044e+00 -3.645528729132746504e-02 1.140250983249895406e-01 8.471184170704665339e-03 3.276459590805212707e-02 4.228470513891351146e-02 6.326848170756307899e-02 5.537408539159886789e-02 5.869149677283092698e-02 5.626835016980643450e-02
1.400000000000000133e+00 1.418789831156520020e-01 1.312419212646932787e-01 6.408100639527619657e-02 8.547243864572154348e-02 6.386408379587568684e-02 6.888687391148130834e-02 7.452701107644900402e-02 7.095769654222029710e-02 7.128997425649533093e-02
1.500000000000000000e+00 9.231559262426025647e-02 2.870984549459332236e-02 1.413805686705092435e-01 9.325565725150430918e-02 8.028129483401995337e-02 8.585928260352602981e-02 8.766055378276857435e-02 8.477081330464766862e-02 8.566036328379604547e-02
1.600000000000000089e+00 2.732480737319697983e-02 7.271287987216001891e-02 1.346770735513437844e-01 9.993783820110350991e-02 9.095566737903308663e-02 9.879578123934322498e-02 9.937834155371155775e-02 1.035887384700255737e-01 1.020683996299209528e-01
1.700000000000000178e+00 1.548167976220741482e-01 1.927659584220516309e-01 1.315414148480530399e-01 1.095388158755467162e-01 1.139476127918761378e-01 1.156947221380149188e-01 1.173770799737957338e-01 1.167557557851577887e-01 1.178361607367083425e-01
